sample_ts_UTC,pre_post,sample_event,sample_id,DOC_trios,DOC_sww,DOC_NPOC,Au254nm,Au400nm,Au465nm,Au665nm,pH
24/10/2017 16:00,2,42,21,32.96,NA,NA,1.257,0.197,0.1,0.057,3.91
24/10/2017 18:00,2,42,22,32.122,NA,NA,1.263,0.198,0.1,0.057,3.96
24/10/2017 20:00,2,42,23,32.013,NA,NA,1.274,0.198,0.101,0.057,3.93
24/10/2017 22:00,2,42,24,32.803,NA,NA,1.273,0.199,0.101,0.058,3.94
10/11/2017 00:00,2,43,1,39.225,NA,10.01,1.487,0.232,0.116,0.06,4.65
10/11/2017 02:00,2,43,2,40.146,NA,9.973,1.53,0.236,0.117,0.06,4.42
10/11/2017 04:00,2,43,3,NA,NA,9.895,1.523,0.236,0.117,0.06,4.34
10/11/2017 06:00,2,43,4,38.686,NA,9.829,1.488,0.232,0.116,0.059,4.24
10/11/2017 08:00,2,43,5,38.595,NA,9.987,1.501,0.236,0.117,0.06,4.19
10/11/2017 10:00,2,43,6,40.171,NA,9.863,1.511,0.237,0.118,0.06,4.14
10/11/2017 12:00,2,43,7,38.95,NA,10.17,1.536,0.238,0.119,0.061,4.07
10/11/2017 14:00,2,43,8,NA,NA,10.03,1.536,0.237,0.117,0.059,4.05
10/11/2017 16:00,2,43,9,41.575,NA,10.1,1.54,0.237,0.117,0.06,4.03
10/11/2017 18:00,2,43,10,41.671,NA,10.11,1.554,0.237,0.117,0.06,4.04
10/11/2017 20:00,2,43,11,40.782,NA,9.918,1.537,0.235,0.116,0.06,4.01
10/11/2017 22:00,2,43,12,37.383,NA,9.515,1.424,0.236,0.115,0.061,4.04
11/11/2017 00:00,2,43,13,33.81,NA,9.15,1.358,0.218,0.11,0.059,4.09
11/11/2017 02:00,2,43,14,33.426,NA,9.18,1.331,0.218,0.111,0.059,4.09
11/11/2017 04:00,2,43,15,32.839,NA,8.935,1.302,0.212,0.108,0.059,4.04
11/11/2017 06:00,2,43,16,32.042,NA,8.949,1.277,0.209,0.107,0.058,4.1
11/11/2017 08:00,2,43,17,30.823,NA,8.658,1.219,0.201,0.104,0.058,4.11
11/11/2017 10:00,2,43,18,31.514,NA,8.614,1.251,0.205,0.105,0.058,4.15
11/11/2017 12:00,2,43,19,32.343,NA,8.724,1.274,0.208,0.106,0.058,4.12
11/11/2017 14:00,2,43,20,31.47,NA,8.642,1.267,0.206,0.105,0.058,4.12
11/11/2017 16:00,2,43,21,NA,NA,8.387,1.237,0.204,0.105,0.058,4.14
11/11/2017 18:00,2,43,22,30.674,NA,8.227,1.218,0.202,0.105,0.058,4.15
11/11/2017 20:00,2,43,23,29.913,NA,7.957,1.186,0.199,0.103,0.057,4.11
11/11/2017 22:00,2,43,24,28.568,NA,7.826,1.16,0.195,0.102,0.057,4.27
23/01/2018 02:00,2,44,1,20.83,NA,6.777,0.925,0.173,0.096,0.058,5.24
23/01/2018 04:00,2,44,2,20.74,NA,5.278,0.889,0.166,0.093,0.057,4.71
23/01/2018 06:00,2,44,3,20.41,NA,5.18,0.879,0.165,0.093,0.057,4.46
23/01/2018 08:00,2,44,4,19.6,NA,5.243,0.876,0.164,0.092,0.057,3.97
23/01/2018 10:00,2,44,5,20.1,NA,5.255,0.884,0.166,0.093,0.057,4.19
23/01/2018 12:00,2,44,6,19.8,NA,5.525,0.893,0.167,0.093,0.057,4.04
23/01/2018 14:00,2,44,7,20.45,NA,5.347,0.897,0.168,0.093,0.057,3.99
23/01/2018 16:00,2,44,8,20.36,NA,5.403,0.895,0.167,0.093,0.057,3.88
23/01/2018 18:00,2,44,9,20.91,NA,5.576,0.91,0.17,0.095,0.057,3.77
23/01/2018 20:00,2,44,10,22.03,NA,5.544,0.936,0.173,0.096,0.057,3.68
23/01/2018 22:00,2,44,11,22.22,NA,5.676,0.96,0.177,0.098,0.058,3.67
24/01/2018 00:00,2,44,12,21.66,NA,5.854,0.974,0.179,0.098,0.058,3.71
24/01/2018 02:00,2,44,13,22.96,NA,5.745,0.979,0.181,0.1,0.059,3.59
24/01/2018 04:00,2,44,14,20.54,NA,5.831,0.932,0.174,0.097,0.057,3.66
24/01/2018 06:00,2,44,15,18.58,NA,5.386,0.878,0.17,0.095,0.058,3.69
24/01/2018 08:00,2,44,16,17.98,NA,5.396,0.854,0.165,0.093,0.057,3.55
24/01/2018 10:00,2,44,17,15.85,NA,4.938,0.778,0.154,0.089,0.056,3.53
24/01/2018 12:00,2,44,18,15.46,NA,4.708,0.738,0.147,0.086,0.056,3.52
24/01/2018 14:00,2,44,19,16.13,NA,4.655,0.757,0.15,0.087,0.056,3.48
24/01/2018 16:00,2,44,20,17.21,NA,5.178,0.799,0.156,0.089,0.057,3.53
24/01/2018 18:00,2,44,21,18.67,NA,5.44,0.84,0.16,0.091,0.057,3.5
24/01/2018 20:00,2,44,22,18.53,NA,5.086,0.88,0.166,0.094,0.058,3.45
24/01/2018 22:00,2,44,23,19.9,NA,5.104,0.889,0.168,0.094,0.057,3.43
25/01/2018 00:00,2,44,24,19.89,NA,5.275,0.911,0.171,0.096,0.057,3.5
27/01/2018 04:00,2,45,1,24.37,NA,5.65,0.986,0.182,0.101,0.058,3.43
27/01/2018 06:00,2,45,2,23.44,NA,5.567,0.995,0.183,0.1,0.058,3.43
27/01/2018 08:00,2,45,3,23.29,NA,5.909,0.988,0.182,0.1,0.058,3.44
27/01/2018 10:00,2,45,4,23.09,NA,5.484,0.961,0.177,0.097,0.057,3.45
27/01/2018 12:00,2,45,5,20.97,NA,5.326,0.906,0.169,0.094,0.057,3.48
27/01/2018 14:00,2,45,6,18.93,NA,5.153,0.851,0.162,0.091,0.056,3.5
27/01/2018 16:00,2,45,7,NA,NA,5.349,0.867,0.163,0.092,0.056,3.42
27/01/2018 18:00,2,45,8,19.66,NA,5.474,0.884,0.166,0.093,0.057,3.53
27/01/2018 20:00,2,45,9,20.52,NA,5.71,0.921,0.171,0.095,0.058,3.58
27/01/2018 22:00,2,45,10,21.21,NA,5.694,0.936,0.174,0.096,0.057,3.52
28/01/2018 00:00,2,45,11,22.5,NA,5.861,0.965,0.178,0.098,0.058,3.5
28/01/2018 02:00,2,45,12,22.22,NA,5.886,0.976,0.18,0.099,0.058,3.48
28/01/2018 04:00,2,45,13,22.74,NA,6.24,0.989,0.184,0.101,0.059,3.43
28/01/2018 06:00,2,45,14,23.55,NA,6.143,1.018,0.193,0.108,0.061,3.46
28/01/2018 08:00,2,45,15,23.77,NA,6.231,1.03,0.197,0.109,0.061,3.45
28/01/2018 10:00,2,45,16,23.9,NA,5.919,1.017,0.188,0.103,0.058,3.47
28/01/2018 12:00,2,45,17,21.75,NA,6.444,1.041,0.189,0.103,0.059,3.49
28/01/2018 14:00,2,45,18,NA,NA,6.09,1.041,0.19,0.103,0.058,3.42
28/01/2018 16:00,2,45,19,25.17,NA,6.529,1.059,0.194,0.105,0.059,3.42
28/01/2018 18:00,2,45,20,26.16,NA,6.437,1.081,0.196,0.106,0.058,3.44
28/01/2018 20:00,2,45,21,NA,NA,6.303,1.102,0.198,0.107,0.059,3.41
28/01/2018 22:00,2,45,22,27.39,NA,6.323,1.108,0.201,0.108,0.059,3.41
29/01/2018 00:00,2,45,23,26.35,NA,6.853,1.087,0.199,0.107,0.059,3.43
29/01/2018 02:00,2,45,24,26.84,NA,6.363,1.118,0.204,0.109,0.059,3.43
